what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1288368391828
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1288368547515
activated,editor,org.eclipse.jst.jsp.ui,1.1.312.v200901290909,org.eclipse.jst.jsp.core.jspsource.source,1288368548484
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1288368550375
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1288368558796
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1288368563390
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1288368566609
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1288368569281
opened,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1288368571625
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1288368571812
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1288368583062
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1288368584656
executed,command,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.edit.text.java.create.getter.setter,1288368584718
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1288368587125
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1288368589015
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1288368591703
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1288368595406
opened,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1288368597718
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1288368597781
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.lineEnd,1288368602875
executed,command,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.edit.text.java.rename.element,1288368607984
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.lineStart,1288368610453
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1288368614218
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1288368617062
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1288368637640
